asset,shock,family,level,d_liquidated_usd,d_bad_debt_usd,d_liqs
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.4,ltv_targeted,-0.15,2878.344869261142,0.0,2
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.375,ltv_targeted,-0.15,2626.2221015682444,1.8928894475102425,1
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.35,ltv_targeted,-0.15,436.0582501562312,240.747769724112,0
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.325,ltv_targeted,-0.15,9863.985571847297,241.08134535700083,5
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.3,ltv_targeted,-0.15,15303.032085309736,5129.555482085329,8
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.275,ltv_targeted,-0.15,22563.03090982046,4973.050900799921,5
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.25,ltv_targeted,-0.15,209522.15603108658,278.2660484823864,4
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.225,ltv_targeted,-0.15,234063.61685382947,11366.060242715525,6
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.2,ltv_targeted,-0.15,75442.19858636893,7525.93235269055,4
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.175,ltv_targeted,-0.15,484911.6698460239,12215.587982907571,8
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.15,ltv_targeted,-0.15,482388.42591563147,24718.373555136983,9
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.125,ltv_targeted,-0.15,967198.6993533822,243.22759768552714,10
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.1,ltv_targeted,-0.15,584877.0322695968,14.968253576355664,8
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.075,ltv_targeted,-0.15,544711.0858591002,0.0,7
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.05,ltv_targeted,-0.15,405.2041434300809,0.0,3
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.025,ltv_targeted,-0.15,383.94886934969344,0.0,1
0x437cc33344a0b27a429f795ff6b469c72698b291,-0.4,ltv_targeted,-0.15,369.45157926707395,0.0,1
0x437cc33344a0b27a429f795ff6b469c72698b291,-0.375,ltv_targeted,-0.15,369.0424808338827,0.0,1
0x437cc33344a0b27a429f795ff6b469c72698b291,-0.35,ltv_targeted,-0.15,368.6331450465238,0.0,1
