asset,shock,mode,family,level,tvl_initial,tvl_final,total_liquidations,total_liquidated_value_usd,final_bad_debt_usd,liquidation_efficiency
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.325,Agent,bonus,0.05,89325111.68736474,89325111.68736474,19,9666765.386547262,11598.622852503977,12.59305683723179
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.3,Agent,bonus,0.05,90789240.38873847,90789240.38873847,14,9664057.572385129,1902.7949858411398,50.52300880596171
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.275,Agent,bonus,0.05,92118451.19583097,92118451.19583097,13,9808428.780208604,0.0,1.0
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.25,Agent,bonus,0.05,102661806.66960408,102661806.66960408,11,756706.6869507622,0.0,1.0
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.225,Agent,bonus,0.05,104187496.69707525,104187496.69707525,6,742604.2005800842,0.0,1.0
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.2,Agent,bonus,0.05,105714635.64795628,105714635.64795628,6,747006.9513847302,0.0,1.0
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.175,Agent,bonus,0.05,107261753.36709616,107261753.36709616,4,751385.0945157446,0.0,1.0
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.15,Agent,bonus,0.05,109578868.8116789,109578868.8116789,2,5718.243317250243,1.429471785428552,9.64015268895745
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.125,Agent,bonus,0.05,111175538.68886088,111175538.68886088,1,450.0050104054393,3.974037878477005,3.3158225563494264
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.1,Agent,bonus,0.05,112786886.8955745,112786886.8955745,1,457.5655042260405,6.550856878453402,2.2297172956685074
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.075,Agent,bonus,0.05,114418189.16746798,114418189.16746798,1,465.1889816469497,9.16009756784763,1.7517439832206998
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.05,Agent,bonus,0.05,116069444.62902811,116069444.62902811,2,473.7507957029952,11.801920163196813,1.4835084302918367
0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,-0.025,Agent,bonus,0.05,117740655.00605747,117740655.00605747,2,481.5249916420001,14.47647685164931,1.3111717987452125
0x8236a87084f8b84306f72007f36f2618a5634494,-0.4,Agent,bonus,0.05,68289410.48807518,68289410.48807518,87,4630643.472260881,982127.8099881335,0.21226862404459004
0x8236a87084f8b84306f72007f36f2618a5634494,-0.375,Agent,bonus,0.05,70986772.62397332,70986772.62397332,81,4409730.2444402,784708.674291069,0.2659891092666377
0x8236a87084f8b84306f72007f36f2618a5634494,-0.35,Agent,bonus,0.05,73339391.22261986,73339391.22261986,75,4574461.499262204,621935.8254153162,0.3496825905791684
0x8236a87084f8b84306f72007f36f2618a5634494,-0.325,Agent,bonus,0.05,76284834.03751113,76284834.03751113,71,4215185.141357632,465893.6052337405,0.42420443029394483
0x8236a87084f8b84306f72007f36f2618a5634494,-0.3,Agent,bonus,0.05,79287567.93629652,79287567.93629652,61,3866340.4494341332,317675.8673893168,0.5757514741663905
0x8236a87084f8b84306f72007f36f2618a5634494,-0.275,Agent,bonus,0.05,81892823.23694667,81892823.23694667,58,3958741.1031356044,201238.6142675189,0.9217863021901206
0x8236a87084f8b84306f72007f36f2618a5634494,-0.25,Agent,bonus,0.05,85183344.95465231,85183344.95465231,50,3427391.2676460366,98832.66549364674,1.5079545372816647
0x8236a87084f8b84306f72007f36f2618a5634494,-0.225,Agent,bonus,0.05,88500494.11540493,88500494.11540493,39,2919207.444499954,22180.493541612595,5.947358116179796
0x8236a87084f8b84306f72007f36f2618a5634494,-0.2,Agent,bonus,0.05,91353054.41906196,91353054.41906196,32,2892379.9589699185,4308.073281527495,28.537530337170992
0x8236a87084f8b84306f72007f36f2618a5634494,-0.175,Agent,bonus,0.05,95836912.53300978,95836912.53300978,23,1294227.4775426888,2010.0708401612053,13.695357772150524
0x8236a87084f8b84306f72007f36f2618a5634494,-0.15,Agent,bonus,0.05,99250422.29104103,99250422.29104103,17,841221.8616126684,460.79103051424147,31.645331511975943
0x8236a87084f8b84306f72007f36f2618a5634494,-0.125,Agent,bonus,0.05,102967942.06763588,102967942.06763588,13,158664.97055227333,0.0,1.0
0x8236a87084f8b84306f72007f36f2618a5634494,-0.1,Agent,bonus,0.05,106218363.37460563,106218363.37460563,7,18292.99029882685,0.0,1.0
0x8236a87084f8b84306f72007f36f2618a5634494,-0.075,Agent,bonus,0.05,109405094.2418722,109405094.2418722,3,17158.681960873095,0.0,1.0
0x8236a87084f8b84306f72007f36f2618a5634494,-0.05,Agent,bonus,0.05,112682942.08536154,112682942.08536154,1,450.653067215478,3.976545304471994,3.3181135905783825
0x8236a87084f8b84306f72007f36f2618a5634494,-0.025,Agent,bonus,0.05,116019607.04029292,116019607.04029292,2,470.21756827182185,10.480466223611746,1.6015995699958714
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.4,Agent,bonus,0.05,111350807.2892921,111350807.2892921,3,805.6822123363179,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.375,Agent,bonus,0.05,111842776.18700212,111842776.18700212,2,785.7482177067486,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.35,Agent,bonus,0.05,112336465.88640669,112336465.88640669,2,791.0925530746517,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.325,Agent,bonus,0.05,112831901.64713275,112831901.64713275,2,796.4555914779746,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.3,Agent,bonus,0.05,113329083.46918027,113329083.46918027,2,801.8373329167172,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.275,Agent,bonus,0.05,113828363.45515499,113828363.45515499,1,455.13517169770716,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.25,Agent,bonus,0.05,114329038.26082389,114329038.26082389,1,459.693340786566,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.225,Agent,bonus,0.05,114831458.27240352,114831458.27240352,2,465.12562365550343,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.2,Agent,bonus,0.05,115335625.190457,115335625.190457,2,469.7314572408223,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.175,Agent,bonus,0.05,115841538.20913781,115841538.20913781,2,472.82887816416286,1.4878098087369263,8.423087799881499
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.15,Agent,bonus,0.05,116349197.31709664,116349197.31709664,2,475.17343768345484,3.7192275297982347,3.6768710821355057
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.125,Agent,bonus,0.05,116858602.49583952,116858602.49583952,2,477.52378541915584,5.95409747196461,2.488170950991783
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.1,Agent,bonus,0.05,117369753.74525863,117369753.74525863,2,479.8799213712657,8.192527542091549,1.947034919830655
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.075,Agent,bonus,0.05,117882651.06524873,117882651.06524873,2,482.24184553978444,10.434622882007547,1.6372608764344152
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.05,Agent,bonus,0.05,118397294.45570742,118397294.45570742,2,484.6095579247118,12.680485956492943,1.4363883760593892
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.025,Agent,bonus,0.05,118913683.91653478,118913683.91653478,2,486.9830585260482,14.930216637918504,1.2954229683630203
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.4,Agent,bonus,0.05,82953763.52855842,82953763.52855842,57,10840237.674991071,121964.0527512554,3.510708251820437
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.375,Agent,bonus,0.05,84180098.38385321,84180098.38385321,55,11111497.45915305,71500.78295413218,5.341408923051331
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.35,Agent,bonus,0.05,85499644.46763967,85499644.46763967,49,11276482.539101338,53786.47907102413,6.138077000505049
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.325,Agent,bonus,0.05,86994364.59575826,86994364.59575826,46,11284200.197663315,37851.04243410257,6.996216264551527
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.3,Agent,bonus,0.05,88609516.20915225,88609516.20915225,41,11194048.954939393,19038.51199964111,10.507062640951098
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.275,Agent,bonus,0.05,89924257.4165619,89924257.4165619,39,11413375.541260233,10844.04869671375,12.724653776038972
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.25,Agent,bonus,0.05,91396213.37620765,91396213.37620765,33,11490002.525531517,7819.925399255135,9.233088100663682
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.225,Agent,bonus,0.05,102749857.73569362,102749857.73569362,25,1702600.563910269,6821.838346069305,4.525543653640161
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.2,Agent,bonus,0.05,104539558.35903043,104539558.35903043,14,1498850.4306699624,5801.1492531322665,3.5710336651877093
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.175,Agent,bonus,0.05,106116890.68699819,106116890.68699819,13,1527176.68378815,4757.8593626921,2.5838311354821246
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.15,Agent,bonus,0.05,108841665.94298062,108841665.94298062,8,427769.9135627705,3690.1549931175086,1.2470830052715884
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.125,Agent,bonus,0.05,110850098.67504337,110850098.67504337,3,64413.109855184695,2600.4982174116044,1.1759694079239642
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.1,Agent,bonus,0.05,112513281.31302817,112513281.31302817,2,66236.23615544647,1266.4957038364446,2.3029278396473356
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.075,Agent,bonus,0.05,114196507.46022287,114196507.46022287,3,67633.83662800353,0.0,1.0
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.05,Agent,bonus,0.05,115900298.71109286,115900298.71109286,3,66885.32791346402,0.0,1.0
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.025,Agent,bonus,0.05,117689421.78382026,117689421.78382026,2,484.1377306702217,6.349802793855633,2.389912728547468
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.4,Agent,bonus,0.05,53805242.622922525,53805242.622922525,103,3738983.7100694976,2503317.326543444,0.07111013315726697
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.375,Agent,bonus,0.05,52288536.66342401,52288536.66342401,106,7162066.423548023,2249112.2869717977,0.12409359232042479
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.35,Agent,bonus,0.05,53726334.26299224,53726334.26299224,109,7985739.465274943,2295936.5697230627,0.1626398472356471
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.325,Agent,bonus,0.05,56103039.7074507,56103039.7074507,103,7983529.142297531,2368752.4834218617,0.16028409664047047
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.3,Agent,bonus,0.05,58663431.88272739,58663431.88272739,94,8808851.927755293,2068281.1262662765,0.19231707815663743
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.275,Agent,bonus,0.05,62046374.364915654,62046374.364915654,89,9044452.08875901,1725548.123323535,0.24636828373242695
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.25,Agent,bonus,0.05,65152531.39660564,65152531.39660564,79,9682904.436415097,1417082.4050472167,0.31850335930086576
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.225,Agent,bonus,0.05,68968931.40681751,68968931.40681751,72,9775268.479565023,1104796.033575667,0.40107907790276615
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.2,Agent,bonus,0.05,72855075.62965126,72855075.62965126,64,9958360.099286502,792371.8937311957,0.5954102543594945
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.175,Agent,bonus,0.05,76481011.10452446,76481011.10452446,55,10501832.10527853,540110.1363972338,0.8965711319498663
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.15,Agent,bonus,0.05,80909454.45399334,80909454.45399334,41,10394044.771129785,296933.8654288816,1.6603416041436196
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.125,Agent,bonus,0.05,86359302.35287489,86359302.35287489,27,9409065.898624344,69878.60422499668,4.488225058891573
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.1,Agent,bonus,0.05,90752623.78449768,90752623.78449768,16,9437491.095359383,46279.76185997294,3.433672736167329
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.075,Agent,bonus,0.05,104001220.98375978,104001220.98375978,9,771127.3870506942,22528.077719826313,1.6250794693524184
