asset,shock,mode,family,level,tvl_initial,tvl_final,total_liquidations,total_liquidated_value_usd,final_bad_debt_usd,liquidation_efficiency
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.375,Agent,ltv_targeted,-0.10,111842398.33210233,111842398.33210233,3,1163.60311750094,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.35,Agent,ltv_targeted,-0.10,112336090.66867068,112336090.66867068,3,1166.3102890916539,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.325,Agent,ltv_targeted,-0.10,112831529.07663192,112831529.07663192,3,1169.0260923056978,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.3,Agent,ltv_targeted,-0.10,113328713.55598605,113328713.55598605,3,1171.7505271430718,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.275,Agent,ltv_targeted,-0.10,113827996.20933875,113827996.20933875,2,822.3809879106036,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.25,Agent,ltv_targeted,-0.10,114328673.69245711,114328673.69245711,2,824.2617075739147,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.225,Agent,ltv_targeted,-0.10,114831096.39155757,114831096.39155757,3,827.0064696052145,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.2,Agent,ltv_targeted,-0.10,115335625.190457,115335625.190457,2,469.7314572408223,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.175,Agent,ltv_targeted,-0.10,115841538.20913781,115841538.20913781,2,472.82887816416286,1.4878098087369263,8.423087799881499
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.15,Agent,ltv_targeted,-0.10,116349197.31709664,116349197.31709664,2,475.17343768345484,3.7192275297982347,3.6768710821355057
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.125,Agent,ltv_targeted,-0.10,116858602.49583952,116858602.49583952,2,477.52378541915584,5.95409747196461,2.488170950991783
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.1,Agent,ltv_targeted,-0.10,117369753.74525863,117369753.74525863,2,479.8799213712657,8.192527542091549,1.947034919830655
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.075,Agent,ltv_targeted,-0.10,117882651.06524873,117882651.06524873,2,482.24184553978444,10.434622882007547,1.6372608764344152
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.05,Agent,ltv_targeted,-0.10,118397294.45570742,118397294.45570742,2,484.6095579247118,12.680485956492943,1.4363883760593892
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.025,Agent,ltv_targeted,-0.10,118913683.91653478,118913683.91653478,2,486.9830585260482,14.930216637918504,1.2954229683630203
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.4,Agent,ltv_targeted,-0.10,82083946.22435974,82083946.22435974,65,11677993.343321951,154025.68861906434,3.499471111944213
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.375,Agent,ltv_targeted,-0.10,83701654.94071585,83701654.94071585,60,11565063.512286078,96378.172958473,4.804600478501778
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.35,Agent,ltv_targeted,-0.10,85013568.28305727,85013568.28305727,55,11748538.832411842,67806.37034291745,5.726714131385518
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.325,Agent,ltv_targeted,-0.10,86428893.34565954,86428893.34565954,52,11841781.563800087,45740.92639607536,6.782561337009788
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.3,Agent,ltv_targeted,-0.10,88391843.7011469,88391843.7011469,46,11406117.120156169,24642.8547882132,8.957689080761009
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.275,Agent,ltv_targeted,-0.10,89792767.56853275,89792767.56853275,43,11540384.87322487,15324.56476121429,9.752709971027732
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.25,Agent,ltv_targeted,-0.10,91297164.32076946,91297164.32076946,35,11584482.461485669,12389.044883296403,6.456033765165433
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.225,Agent,ltv_targeted,-0.10,102653633.10391255,102653633.10391255,27,1794871.410903101,10775.623134311845,3.3251069336035974
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.2,Agent,ltv_targeted,-0.10,104535883.68549591,104535883.68549591,16,1499254.0013111606,9072.252146446404,2.6486537124644687
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.175,Agent,ltv_targeted,-0.10,106113980.54327469,106113980.54327469,14,1527571.5867228836,7273.100151470305,2.0407934410002864
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.15,Agent,ltv_targeted,-0.10,108839595.4818451,108839595.4818451,9,428156.86553091736,5373.664160500699,1.174540847923992
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.125,Agent,ltv_targeted,-0.10,110848948.03698824,110848948.03698824,4,64791.968411005335,3372.277716723625,1.1410353406637785
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.1,Agent,ltv_targeted,-0.10,112512910.5495966,112512910.5495966,3,66606.99958702558,1266.4957038364446,2.3107143894544624
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.075,Agent,ltv_targeted,-0.10,114196144.93436128,114196144.93436128,4,67996.36248960167,0.0,1.0
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.05,Agent,ltv_targeted,-0.10,115900298.71109286,115900298.71109286,3,66885.32791346402,0.0,1.0
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.025,Agent,ltv_targeted,-0.10,117689421.78382026,117689421.78382026,2,484.1377306702217,6.349802793855633,2.389912728547468
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.4,Agent,ltv_targeted,-0.10,53506898.28966106,53506898.28966106,105,3757402.016116165,2783243.3537582355,0.17444869271643848
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.375,Agent,ltv_targeted,-0.10,51986000.37646705,51986000.37646705,108,7175302.04523041,2538412.952246389,0.2363446970454186
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.35,Agent,ltv_targeted,-0.10,53204300.84868417,53204300.84868417,109,7981563.319944112,2822146.129361955,0.3348865002723883
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.325,Agent,ltv_targeted,-0.10,55525021.56175478,55525021.56175478,103,8013838.901178048,2916460.8702372746,0.3467333890460932
