asset,shock,mode,tvl_initial,tvl_final,total_liquidations,total_liquidated_value_usd,final_bad_debt_usd,liquidation_efficiency
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.4,Agent,70967084.12941824,70967084.12941824,102,5264632.840329512,813725.2672059042,0.6545835509336081
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.4,UB,93943796.51706754,90906687.78372453,55,2980364.727493744,,
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.3,Agent,82156556.29480483,82156556.29480483,76,3607411.7404290354,267537.2915712743,0.01042528257865856
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.3,UB,100315928.88627395,98593502.26599087,35,1719269.7619793904,,
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.2,Agent,93145631.0536215,93145631.0536215,47,2924285.0050159413,21424.257608024698,0.04418519060109429
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.2,UB,106688061.25548033,106273886.35902295,13,414169.0803620566,,
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.1,Agent,107149705.95309179,107149705.95309179,7,75234.58237261594,6.669810413393146,1.0
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.1,UB,113060193.62468672,113059733.44052877,2,448.6606027358385,,
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.05,Agent,113193953.8709441,113193953.8709441,2,449.50624148862204,11.734949775231943,0.01436365999991474
0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,-0.05,UB,116246259.80928992,116245776.43904509,2,469.0114750398159,,
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.4,Agent,64374480.70536224,64374480.70536224,89,9541884.57059271,1407121.3638389597,0.5018091238822595
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.4,UB,93229480.53665462,83334637.94077078,60,8855550.958126778,,
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.3,Agent,73536217.44979168,73536217.44979168,68,10562313.610975578,696505.7499806166,0.7513571768598934
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.3,UB,99780191.90096426,91966570.595418,35,7359811.266857442,,
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.2,Agent,92248369.67739652,92248369.67739652,33,2945925.9119634987,109397.83738904327,0.020248039445180718
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.2,UB,106330903.26527387,100825430.75281173,14,5476246.979587601,,
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.1,Agent,106101076.98209554,106101076.98209554,7,748379.5057019416,0.0,1.0
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.1,UB,112881614.62958351,111659882.50599648,3,1221732.123587008,,
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.05,Agent,113010796.76749241,113010796.76749241,1,456.1677219663958,0.0,1.0
0xdac17f958d2ee523a2206206994597c13d831ec7,-0.05,UB,116156970.3117383,116156488.99113742,2,474.83556332436757,,
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.4,Agent,93115335.54580218,93115335.54580218,15,9344518.644076457,2561.833987088484,0.9954126418241027
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.4,UB,110437053.96168813,110357620.24277037,4,79433.71891777129,,
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.3,Agent,96840493.09175605,96840493.09175605,11,9672883.953048455,147.5788713713299,1.0
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.3,UB,112685871.9697394,112685412.35559626,1,455.74357124148327,,
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.2,Agent,110630330.32734963,110630330.32734963,2,61881.95702760106,0.2009065686142438,1.0
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.2,UB,114934689.97779065,114934214.99097084,1,466.64148599816383,,
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.1,Agent,114998004.1707291,114998004.1707291,1,466.8846380716688,8.553322377333396,0.018471173057462306
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.1,UB,117183507.98584189,117183016.77735293,2,478.42654643881457,,
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.05,Agent,117198964.07251891,117198964.07251891,2,478.4875364908968,12.833511223164475,0.014120892370111384
0xdc035d45d973e3ec169d2276ddab16f1e407384f,-0.05,UB,118307916.9898675,118307418.10836586,2,483.894446891304,,
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.4,Agent,119431815.75550646,119431815.75550646,2,489.3623473437933,17.18391228769716,0.011909293761489057
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.4,UB,119432324.14782928,119431817.60156965,2,489.3623473437933,,
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.3,Agent,119431816.6785381,119431816.6785381,2,489.3623473437933,17.18391228769716,0.011909293761489057
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.3,UB,119432324.60934524,119431818.06308562,2,489.3623473437933,,
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.2,Agent,119431817.60156982,119431817.60156982,2,489.3623473437933,17.18391228769716,0.011909293761489057
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.2,UB,119432325.0708612,119431818.52460158,2,489.3623473437933,,
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.1,Agent,119431818.52460161,119431818.52460161,2,489.3623473437933,17.18391228769716,0.011909293761489057
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.1,UB,119432325.53237717,119431818.98611754,2,489.3623473437933,,
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.05,Agent,119431818.98611754,119431818.98611754,2,489.3623473437933,17.18391228769716,0.011909293761489057
0xdd50c053c096cb04a3e3362e2b622529ec5f2e8a,-0.05,UB,119432325.76313514,119431819.21687551,2,489.3623473437933,,
