asset,shock,mode,tvl_initial,tvl_final,total_liquidations,total_liquidated_value_usd,final_bad_debt_usd,liquidation_efficiency
0x8236a87084f8b84306f72007f36f2618a5634494,-0.4,Agent,67969368.95961902,67969368.95961902,87,4634139.813500701,1298672.997204458,0.4227989152527325
0x8236a87084f8b84306f72007f36f2618a5634494,-0.4,UB,91832231.02051815,87696045.45731823,49,4038684.662651539,,
0x8236a87084f8b84306f72007f36f2618a5634494,-0.3,Agent,79047111.43272848,79047111.43272848,61,3874479.9730434786,549992.847348004,0.7892998498825201
0x8236a87084f8b84306f72007f36f2618a5634494,-0.3,UB,98732254.76386191,97368489.3323466,26,1356480.9234328785,,
0x8236a87084f8b84306f72007f36f2618a5634494,-0.2,Agent,91327602.34777759,91327602.34777759,32,2903202.803990225,18937.299545597023,0.07860206876432847
0x8236a87084f8b84306f72007f36f2618a5634494,-0.2,UB,105632278.50720562,105552703.63374685,14,79574.87345878461,,
0x8236a87084f8b84306f72007f36f2618a5634494,-0.1,Agent,106218169.11199494,106218169.11199494,7,18487.2529095066,0.0,1.0
0x8236a87084f8b84306f72007f36f2618a5634494,-0.1,UB,112532302.25054938,112531848.94686553,1,449.892635790815,,
0x8236a87084f8b84306f72007f36f2618a5634494,-0.05,Agent,112682942.08536154,112682942.08536154,1,450.653067215478,3.976545304471994,0.03318113590578382
0x8236a87084f8b84306f72007f36f2618a5634494,-0.05,UB,115982314.12222125,115981833.75433934,2,470.026899849708,,
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.4,Agent,111350807.2892921,111350807.2892921,3,805.6822123363179,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.4,UB,115280220.36112972,115279751.26805823,2,469.09307147154186,,
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.3,Agent,113329083.46918027,113329083.46918027,2,801.8373329167172,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.3,UB,116318246.76932058,116317768.22750926,2,475.06924978809593,,
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.2,Agent,115335625.190457,115335625.190457,2,469.7314572408223,0.0,1.0
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.2,UB,117356273.1775114,117355785.25999041,2,479.83361563999506,,
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.1,Agent,117369753.74525863,117369753.74525863,2,479.8799213712657,8.192527542091549,0.01947034919830655
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.1,UB,118394299.58570226,118393802.33414997,2,484.5979814918942,,
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.05,Agent,118397294.45570742,118397294.45570742,2,484.6095579247118,12.680485956492943,0.014363883760593893
0x8292bb45bf1ee4d140127049757c2e0ff06317ed,-0.05,UB,118913312.78979766,118912810.88611636,2,486.9801644178437,,
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.4,Agent,82906530.02254266,82906530.02254266,57,10859195.976875722,150239.25688236675,0.031932531840541505
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.4,UB,105414274.25281009,103625869.7951861,31,1778122.5077342698,,
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.3,Agent,88601726.84519306,88601726.84519306,41,11196250.522238212,24626.308660002967,0.08439855433832301
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.3,UB,108918787.18808085,107407900.38021663,10,1504784.508375626,,
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.2,Agent,104536287.2561371,104536287.2561371,14,1498850.4306699624,9072.252146446404,0.0264403965897044
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.2,UB,112423300.12335159,112355672.65118754,2,66015.38321660348,,
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.1,Agent,112513281.31302817,112513281.31302817,2,66236.23615544647,1266.4957038364446,0.023029278396473354
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.1,UB,115927813.05862236,115860891.97417778,3,66921.08444459528,,
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.05,Agent,115900298.71109286,115900298.71109286,3,66885.32791346402,0.0,1.0
0x9d39a5de30e57443bff2a8307a4256c8797a3497,-0.05,UB,117680069.52625775,117679579.1426779,2,484.1237196629016,,
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.4,Agent,53519213.36175963,53519213.36175963,103,3745154.205738359,2783176.092037471,0.17410647047347463
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.4,UB,80684595.19530037,69943844.0267941,100,8106023.941497153,,
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.3,Agent,58085400.49138173,58085400.49138173,94,8810114.828135228,2645049.6172319986,0.39134571422445424
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.3,UB,88714420.71578296,71158334.50834598,75,15320893.90606668,,
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.2,Agent,72381603.08696546,72381603.08696546,64,9969875.289380636,1254329.2463228514,0.7758687129689377
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.2,UB,98953722.47515301,83654426.75523643,36,14431755.867714375,,
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.1,Agent,90728097.2010634,90728097.2010634,16,9438192.730756642,70104.70989699844,0.02616615808750758
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.1,UB,109193024.23452307,103695737.8958593,9,5476868.968393222,,
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.05,Agent,108748881.36100432,108748881.36100432,3,764810.9151597512,0.0,1.0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-0.05,UB,114312675.11420809,113093171.3718146,3,1219503.3812617157,,
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.4,Agent,64517222.552297145,64517222.552297145,85,9059484.399428219,927356.3601091148,0.5728529349498291
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.4,UB,92025984.4622836,90500791.96781595,37,1467217.076496515,,
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.3,Agent,81059844.41988356,81059844.41988356,58,2539647.2197202393,283308.52127776976,0.8372860076669139
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.3,UB,98877569.84518598,97885998.99679881,24,989115.4100837547,,
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.2,Agent,93103452.15119393,93103452.15119393,29,1367074.8849304996,26562.52144925072,0.029499686299195003
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.2,UB,105729155.22808835,105710604.3430557,7,18550.885032657006,,
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.1,Agent,106328511.89686498,106328511.89686498,7,18419.605045887733,0.0,1.0
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.1,UB,112580740.61099073,112580287.81744106,1,446.6527110325929,,
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.05,Agent,112734730.5219854,112734730.5219854,1,447.5463534284612,6.611107537864995,0.021757990903989274
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,-0.05,UB,116006533.3024419,116006053.1857021,2,468.42831622346614,,
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.4,Agent,101097734.5770659,101097734.5770659,18,822740.8681650978,84552.12620672784,0.7808232362632588
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.4,UB,110147539.14009786,109382490.54877669,4,765030.9366807115,,
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.3,Agent,105328425.35802236,105328425.35802236,8,780844.802977392,38405.40008895529,0.011283215402083362
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.3,UB,112468735.85354665,111703293.31372377,2,765441.0018823987,,
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.2,Agent,109670012.07857278,109670012.07857278,3,763081.3107829187,14.572025917185808,1.0
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.2,UB,114789932.56699547,114789113.78363846,3,818.7833570179323,,
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.1,Agent,114860505.1885048,114860505.1885048,3,819.5838116111364,0.0,1.0
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.1,UB,117111129.2804443,117110649.56474885,2,479.7156954272429,,
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.05,Agent,117128497.33636457,117128497.33636457,2,479.99540996421644,0.0,1.0
0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,-0.05,UB,118271727.6371687,118271234.3835813,2,485.73727177130655,,
0xae78736cd615f374d3085123a210448e74fc6393,-0.4,Agent,68624618.34900035,68624618.34900035,84,5159222.637657809,946436.0144262154,0.5413655594651573
0xae78736cd615f374d3085123a210448e74fc6393,-0.4,UB,92204038.76507616,90606558.9372768,38,1527998.5654930081,,
0xae78736cd615f374d3085123a210448e74fc6393,-0.3,Agent,80765966.52069451,80765966.52069451,59,3010307.004260947,300542.19967639796,0.7873957806454167
0xae78736cd615f374d3085123a210448e74fc6393,-0.3,UB,99011110.57228039,97968495.06129025,25,1039960.6367435965,,
0xae78736cd615f374d3085123a210448e74fc6393,-0.2,Agent,93246310.47995608,93246310.47995608,29,1366483.6826342558,29875.968692128197,0.028062119283608845
0xae78736cd615f374d3085123a210448e74fc6393,-0.2,UB,105818182.37948464,105799558.56697057,7,18623.812514061865,,
0xae78736cd615f374d3085123a210448e74fc6393,-0.1,Agent,106409353.98666245,106409353.98666245,7,18486.23437376641,0.0,1.0
0xae78736cd615f374d3085123a210448e74fc6393,-0.1,UB,112625254.18668887,112624775.83372891,2,471.31823292082896,,
0xae78736cd615f374d3085123a210448e74fc6393,-0.05,Agent,112777214.55923398,112777214.55923398,1,446.617808476823,7.470034334819302,0.01977593819952549
0xae78736cd615f374d3085123a210448e74fc6393,-0.05,UB,116028790.09029098,116028310.01598729,2,467.94369653064916,,
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.4,Agent,69007391.02729665,69007391.02729665,84,4778034.03362793,937925.4984345956,0.5408795207873995
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.4,UB,92208955.53510875,90684262.34502433,37,1457274.2213113068,,
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.3,Agent,81308138.0655983,81308138.0655983,59,2470674.8709673565,295950.4533579555,0.7894590560427605
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.3,UB,99014798.14980483,97975380.33719222,24,1036804.3997911143,,
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.2,Agent,93249968.0854841,93249968.0854841,29,1364642.2957097285,28786.524673590287,0.028411920901554696
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.2,UB,105820640.76450092,105802061.38603382,7,18579.378467101913,,
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.1,Agent,106410805.44123909,106410805.44123909,7,18445.665951520932,0.0,1.0
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.1,UB,112626483.37919702,112626005.81250069,2,471.90037294979686,,
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.05,Agent,112778157.02913944,112778157.02913944,2,472.7718809697653,6.163849030061058,0.02297464089591196
0xbe9895146f7af43049ca1c1ae358b0541ea49704,-0.05,UB,116029404.68654506,116028925.00013034,2,468.23262785656135,,
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.4,Agent,69418607.24783206,69418607.24783206,85,4784546.1746285,904817.605112643,0.5443976905230645
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.4,UB,92506249.4462943,90982335.21327473,37,1465659.666040128,,
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.3,Agent,81664928.95443973,81664928.95443973,59,2455560.519960003,282108.1455888695,0.8147067294251837
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.3,UB,99237768.583194,98198698.79762885,24,1036628.2333230809,,
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.2,Agent,93495504.0298488,93495504.0298488,29,1366508.8763958905,26186.072269017954,0.030008205915111934
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.2,UB,105969287.72009368,105950754.92000844,7,18532.800085249055,,
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.1,Agent,106546372.03416878,106546372.03416878,7,18403.068979774023,0.0,1.0
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.1,UB,112700806.8569934,112700328.79065317,2,472.5176434606896,,
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.05,Agent,112849224.8837431,112849224.8837431,1,447.77341587868113,6.045598148730198,0.023353718350511504
0xbf5495efe5db9ce00f80364c8b423567e58d2110,-0.05,UB,116066566.42544323,116066086.48247379,2,468.54724846972323,,
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.4,Agent,68858994.66136035,68858994.66136035,91,4767826.108567411,979613.7909033324,0.5399552295531815
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.4,UB,92076734.76091011,90127363.1448986,41,1845447.9235643789,,
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.3,Agent,81153020.78415957,81153020.78415957,62,2465042.9101322577,341351.65613529325,0.7125069042551437
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.3,UB,98915632.56915584,97851862.81204438,24,1059101.5282565842,,
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.2,Agent,93103582.6765414,93103582.6765414,32,1397956.2834332,46518.55916149828,0.0209959168806505
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.2,UB,105754530.37740164,105059035.86944987,9,695494.5079517467,,
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.1,Agent,105675064.5256843,105675064.5256843,9,697296.5412738232,0.0,1.0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.1,UB,112593428.18564735,112592954.130858,2,473.09670894592307,,
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.05,Agent,112747410.26128125,112747410.26128125,2,473.9169756946013,1.6797795244009772,0.07206194252023934
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.05,UB,116012877.08977023,116012399.1705811,2,468.7858565984972,,
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.4,Agent,72541696.85492401,72541696.85492401,80,4637799.092097998,1257173.3024513146,0.4156746236823348
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.4,UB,94756836.95263982,90406903.70362681,47,4107346.4088624152,,
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.3,Agent,83411902.04534031,83411902.04534031,56,3104840.587953869,602218.0513928285,0.6211537654243356
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.3,UB,100925709.21295315,99849272.2320247,25,909380.1133742748,,
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.2,Agent,95482434.7270837,95482434.7270837,31,1163809.8281497878,199422.73192801682,0.5043703727695383
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.2,UB,107094581.47326647,106204320.19091143,11,802290.0337202742,,
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.1,Agent,106811128.88173485,106811128.88173485,8,730893.8057569051,74766.36940513528,0.7969583840678127
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.1,UB,113263453.73357977,112471758.36941178,2,791689.9568772789,,
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.05,Agent,112603869.5367998,112603869.5367998,2,790132.3970726798,3.6956149252616166,1.0
0xc139190f447e929f090edeb554d95abb8b18ac1c,-0.05,UB,116347889.86373645,116347055.03929761,3,834.8244388681759,,
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.4,Agent,58762656.58284335,58762656.58284335,104,4362089.351923295,2277495.654439049,0.2459421710628756
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.4,UB,84816942.22501789,78911128.34192295,75,5193303.152950851,,
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.3,Agent,70392496.60748652,70392496.60748652,82,4500169.850441756,1166968.1449999644,0.47958140108522623
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.3,UB,93470788.16723667,89365870.02807981,41,3991456.431354513,,
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.2,Agent,84858518.17456436,84858518.17456436,53,3462676.4650144815,295918.3687047999,0.011165303993881864
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.2,UB,102124634.10945553,100793139.21757461,19,1330303.0256222114,,
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.1,Agent,102214262.27479666,102214262.27479666,16,859897.2171455021,517.3133297758508,0.16523550262785944
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.1,UB,110778480.0516743,110761567.12678194,3,16912.44654813762,,
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.05,Agent,110999121.66588531,110999121.66588531,3,16867.70934424808,1.3503988433202283,0.4304463236931387
0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,-0.05,UB,115105403.0227837,115104930.29665858,1,463.82923612350646,,
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.4,Agent,68974328.50903775,68974328.50903775,86,4774460.607503903,965949.043385623,0.5294072466656894
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.4,UB,92189239.70564874,90654549.4064208,38,1443343.7147110892,,
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.3,Agent,81290896.45234627,81290896.45234627,59,2454276.5185594503,317352.5082899851,0.7412399349523004
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.3,UB,99000011.27770983,97640081.25809808,25,1356064.4476040737,,
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.2,Agent,93224605.75516401,93224605.75516401,29,1376571.138299211,30208.99781627291,0.03064032290567625
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.2,UB,105810782.84977093,105753601.76379472,8,57181.08597622406,,
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.1,Agent,106402866.44561957,106402866.44561957,7,18452.95055902796,0.0,1.0
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.1,UB,112621554.42183201,112621077.02630523,2,471.79765108244334,,
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.05,Agent,112773709.78501512,112773709.78501512,2,472.673507393387,6.099911409431447,0.023171858371463964
0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,-0.05,UB,116026940.20786256,116026460.60847442,2,468.1794418997046,,
